uf,codigo_uf,codigo_municipio,municipio,populacao
PB,25,1351,Assunção, 4 152
PB,25,1401,Baía da Traição, 9 224
PB,25,1500,Bananeiras, 23 134
PB,25,1534,Baraúna, 4 762
PB,25,1575,Barra de Santana, 8 059
PB,25,1609,Barra de Santa Rosa, 12 904
PB,25,1708,Barra de São Miguel, 5 906
PB,25,1807,Bayeux, 82 742
PB,25,1906,Belém, 16 401
PB,25,2003,Belém do Brejo do Cruz, 6 268
PB,25,2052,Bernardino Batista, 3 504
PB,25,2102,Boa Ventura, 5 207
PB,25,2151,Boa Vista, 6 377
PB,25,2201,Bom Jesus, 2 286
PB,25,2300,Bom Sucesso, 4 661
PB,25,2409,Bonito de Santa Fé, 10 252
PB,25,2508,Boqueirão, 17 598
PB,25,2607,Igaracy, 5 648
PB,25,2706,Borborema, 4 214
PB,25,2805,Brejo do Cruz, 13 613
PB,25,2904,Brejo dos Santos, 5 742
PB,25,3001,Caaporã, 21 193
PB,25,3100,Cabaceiras, 5 335
PB,25,3209,Cabedelo, 66 519
PB,25,3308,Cachoeira dos Índios, 9 151
PB,25,3407,Cacimba de Areia, 3 291
PB,25,3506,Cacimba de Dentro, 16 064
PB,25,3555,Cacimbas, 7 223
PB,25,3605,Caiçara, 6 602
PB,25,3704,Cajazeiras, 63 239
PB,25,3753,Cajazeirinhas, 2 740
PB,25,3803,Caldas Brandão, 5 753
PB,25,3902,Camalaú, 6 085
PB,25,4009,Campina Grande, 419 379
PB,25,4033,Capim, 6 970
PB,25,4074,Caraúbas, 3 944
PB,25,4108,Carrapateira, 2 312
PB,25,4157,Casserengue, 6 889
PB,25,4207,Catingueira, 4 491
PB,25,4306,Catolé do Rocha, 30 661
PB,25,4355,Caturité, 5 254
PB,25,4405,Conceição, 18 260
PB,25,4504,Condado, 6 451
PB,25,4603,Conde, 27 605
PB,25,4702,Congo, 4 933
PB,25,4801,Coremas, 14 683
PB,25,4850,Coxixola, 1 824
PB,25,4900,Cruz do Espírito Santo, 17 095
PB,25,5006,Cubati, 7 580
PB,25,5105,Cuité, 19 719
PB,25,5204,Cuitegi, 6 730
PB,25,5238,Cuité de Mamanguape, 6 251
PB,25,5279,Curral de Cima, 5 254
PB,25,5303,Curral Velho, 2 292
PB,25,5352,Damião, 4 982
PB,25,5402,Desterro, 8 067
PB,25,5501,Vista Serrana, 3 641
PB,25,5600,Diamante, 6 299
PB,25,5709,Dona Inês, 10 380
PB,25,5808,Duas Estradas, 3 327
PB,25,5907,Emas, 3 011
PB,25,6004,Esperança, 31 231
PB,25,6103,Fagundes, 11 049
PB,25,6202,Frei Martinho, 2 846
PB,25,6251,Gado Bravo, 8 179
PB,25,6301,Guarabira, 57 484
PB,25,6400,Gurinhém, 13 766
PB,25,6509,Gurjão, 3 242
PB,25,6608,Ibiara, 5 631
PB,25,6707,Imaculada, 10 392
PB,25,6806,Ingá, 17 692
PB,25,6905,Itabaiana, 23 182
PB,25,7002,Itaporanga, 23 940
PB,25,7101,Itapororoca, 18 382
PB,25,7200,Itatuba, 10 499
PB,25,7309,Jacaraú, 14 477
PB,25,7408,Jericó, 7 516
PB,25,7507,João Pessoa, 833 932
PB,25,7606,Juarez Távora, 7 796
PB,25,7705,Juazeirinho, 17 007
PB,25,7804,Junco do Seridó, 6 793
PB,25,7903,Juripiranga, 10 012
PB,25,8000,Juru, 9 234
PB,25,8109,Lagoa, 4 415
PB,25,8208,Lagoa de Dentro, 7 819
PB,25,8307,Lagoa Seca, 27 730
PB,25,8406,Lastro, 3 162
PB,25,8505,Livramento, 6 877
PB,25,8554,Logradouro, 4 797
PB,25,8604,Lucena, 12 560
PB,25,8703,Mãe d'Água, 3 583
PB,25,8802,Malta, 6 046
PB,25,8901,Mamanguape, 44 599
PB,25,9008,Manaíra, 10 434
PB,25,9057,Marcação, 8 999
PB,25,9107,Mari, 21 512
PB,25,9156,Marizópolis, 6 705
PB,25,9206,Massaranduba, 14 139
PB,25,9305,Mataraca, 8 244
PB,25,9339,Matinhas, 4 571
PB,25,9370,Mato Grosso, 2 543
PB,25,9396,Maturéia, 6 433
PB,25,9404,Mogeiro, 13 899
PB,25,9503,Montadas, 5 812
PB,25,9602,Monte Horebe, 4 338
PB,25,9701,Monteiro, 32 277
PB,25,9800,Mulungu, 8 791
PB,25,9909,Natuba, 8 945
PB,25,10006,Nazarezinho, 7 203
PB,25,10105,Nova Floresta, 9 724
PB,25,10204,Nova Olinda, 5 787
PB,25,10303,Nova Palmeira, 4 259
PB,25,10402,Olho d'Água, 6 060
PB,25,10501,Olivedos, 3 580
PB,25,10600,Ouro Velho, 2 918
PB,25,10659,Parari, 1 720
PB,25,10709,Passagem, 2 463
PB,25,10808,Patos, 103 165
PB,25,10907,Paulista, 11 834
PB,25,11004,Pedra Branca, 3 739
PB,25,11103,Pedra Lavrada, 6 859
PB,25,11202,Pedras de Fogo, 29 662
PB,25,11301,Piancó, 16 441
PB,25,11400,Picuí, 18 333
PB,25,11509,Pilar, 12 311
PB,25,11608,Pilões, 6 815
PB,25,11707,Pilõezinhos, 5 329
PB,25,11806,Pirpirituba, 9 340
PB,25,11905,Pitimbu, 16 751
PB,25,12002,Pocinhos, 17 469
PB,25,12036,Poço Dantas, 3 830
PB,25,12077,Poço de José de Moura, 4 006
PB,25,12101,Pombal, 32 473
PB,25,12200,Prata, 3 915
PB,25,12309,Princesa Isabel, 21 114
PB,25,12408,Puxinanã, 14 277
PB,25,12507,Queimadas, 47 658
PB,25,12606,Quixaba, 1 743
PB,25,12705,Remígio, 17 885
PB,25,12721,Pedro Régis, 5 766
PB,25,12747,Riachão, 2 927
PB,25,12754,Riachão do Bacamarte, 4 690
PB,25,12762,Riachão do Poço, 4 738
PB,25,12788,Riacho de Santo Antônio, 1 955
PB,25,12804,Riacho dos Cavalos, 8 493
PB,25,12903,Rio Tinto, 24 581
PB,25,13000,Salgadinho, 3 355
PB,25,13109,Salgado de São Félix, 11 505
PB,25,13158,Santa Cecília, 7 670
PB,25,13208,Santa Cruz, 5 947
PB,25,13307,Santa Helena, 5 865
PB,25,13356,Santa Inês, 3 227
PB,25,13406,Santa Luzia, 14 959
PB,25,13505,Santana de Mangueira, 5 010
PB,25,13604,Santana dos Garrotes, 6 569
PB,25,13653,Joca Claudino, 2 539
PB,25,13703,Santa Rita, 149 910
PB,25,13802,Santa Teresinha, 4 402
PB,25,13851,Santo André, 2 622
PB,25,13901,São Bento, 32 235
PB,25,13927,São Bentinho, 4 327
PB,25,13943,São Domingos do Cariri, 2 585
PB,25,13968,São Domingos, 2 595
PB,25,13984,São Francisco, 3 137
PB,25,14008,São João do Cariri, 4 226
PB,25,14107,São João do Tigre, 4 263
PB,25,14206,São José da Lagoa Tapada, 7 126
PB,25,14305,São José de Caiana, 5 034
PB,25,14404,São José de Espinharas, 4 083
PB,25,14453,São José dos Ramos, 5 891
PB,25,14503,São José de Piranhas, 19 067
PB,25,14552,São José de Princesa, 3 416
PB,25,14602,São José do Bonfim, 3 242
PB,25,14651,São José do Brejo do Cruz, 1 699
PB,25,14701,São José do Sabugi, 4 138
PB,25,14800,São José dos Cordeiros, 3 411
PB,25,14909,São Mamede, 7 470
PB,25,15005,São Miguel de Taipu, 7 066
PB,25,15104,São Sebastião de Lagoa de Roça, 11 040
PB,25,15203,São Sebastião do Umbuzeiro, 3 279
PB,25,15302,Sapé, 51 306
PB,25,15401,São Vicente do Seridó, 10 291
PB,25,15500,Serra Branca, 13 614
PB,25,15609,Serra da Raiz, 3 094
PB,25,15708,Serra Grande, 2 942
PB,25,15807,Serra Redonda, 6 828
PB,25,15906,Serraria, 4 885
PB,25,15930,Sertãozinho, 5 054
PB,25,15971,Sobrado, 8 236
PB,25,16003,Solânea, 26 774
PB,25,16102,Soledade, 13 968
PB,25,16151,Sossêgo, 3 345
PB,25,16201,Sousa, 67 259
PB,25,16300,Sumé, 17 166
PB,25,16409,Tacima, 8 010
PB,25,16508,Taperoá, 14 068
PB,25,16607,Tavares, 14 101
PB,25,16706,Teixeira, 14 631
PB,25,16755,Tenório, 2 966
PB,25,16805,Triunfo, 9 892
PB,25,16904,Uiraúna, 14 930
PB,25,17001,Umbuzeiro, 9 124
PB,25,17100,Várzea, 2 668
PB,25,17209,Vieirópolis, 4 864
PB,25,17407,Zabelê, 2 228
PE,26,54,Abreu e Lima, 98 462
PE,26,104,Afogados da Ingazeira, 40 241
PE,26,203,Afrânio, 18 674
PE,26,302,Agrestina, 23 779
PE,26,401,Água Preta, 26 461
PE,26,500,Águas Belas, 41 548
PE,26,609,Alagoinha, 13 542
PE,26,708,Aliança, 35 741
PE,26,807,Altinho, 20 674
PE,26,906,Amaraji, 18 205
PE,26,1003,Angelim, 10 241
PE,26,1052,Araçoiaba, 19 243
PE,26,1102,Araripina, 85 088
PE,26,1201,Arcoverde, 77 742
PE,26,1300,Barra de Guabiraba, 12 263
PE,26,1409,Barreiros, 40 121
PE,26,1508,Belém de Maria, 10 378
PE,26,1607,Belém do São Francisco, 18 301
PE,26,1706,Belo Jardim, 79 507
PE,26,1805,Betânia, 11 232
PE,26,1904,Bezerros, 61 694
PE,26,2001,Bodocó, 34 478
PE,26,2100,Bom Conselho, 44 294
PE,26,2209,Bom Jardim, 37 629
PE,26,2308,Bonito, 37 474
PE,26,2407,Brejão, 9 079
PE,26,2506,Brejinho, 7 720
PE,26,2605,Brejo da Madre de Deus, 48 648
PE,26,2704,Buenos Aires, 12 808
PE,26,2803,Buíque, 52 097
PE,26,2902,Cabo de Santo Agostinho, 203 440
PE,26,3009,Cabrobó, 30 294
PE,26,3108,Cachoeirinha, 19 899
PE,26,3207,Caetés, 28 827
PE,26,3306,Calçado, 11 093
PE,26,3405,Calumbi, 5 228
PE,26,3454,Camaragibe, 147 771
PE,26,3504,Camocim de São Félix, 17 419
PE,26,3603,Camutanga, 7 750
PE,26,3702,Canhotinho, 24 329
PE,26,3801,Capoeiras, 18 338
PE,26,3900,Carnaíba, 18 644
PE,26,3926,Carnaubeira da Penha, 12 239
PE,26,4007,Carpina, 79 293
PE,26,4106,Caruaru, 378 048
PE,26,4155,Casinhas, 12 967
PE,26,4205,Catende, 32 156
PE,26,4304,Cedro, 10 518
PE,26,4403,Chã de Alegria, 12 984
PE,26,4502,Chã Grande, 20 546
PE,26,4601,Condado, 24 587
PE,26,4700,Correntes, 17 131
PE,26,4809,Cortês, 10 198
PE,26,4908,Cumaru, 15 920
PE,26,5004,Cupira, 23 518
PE,26,5103,Custódia, 37 699
PE,26,5152,Dormentes, 17 188
PE,26,5202,Escada, 59 891
PE,26,5301,Exu, 31 843
PE,26,5400,Feira Nova, 21 427
PE,26,5459,Fernando de Noronha, 3 167
PE,26,5509,Ferreiros, 15 026
PE,26,5608,Flores, 20 347
PE,26,5707,Floresta, 30 137
PE,26,5806,Frei Miguelinho, 13 636
PE,26,5905,Gameleira, 18 214
PE,26,6002,Garanhuns, 142 506
PE,26,6101,Glória do Goitá, 29 347
PE,26,6200,Goiana, 81 055
PE,26,6309,Granito, 6 967
PE,26,6408,Gravatá, 86 516
PE,26,6507,Iati, 17 165
PE,26,6606,Ibimirim, 26 593
PE,26,6705,Ibirajuba, 7 140
PE,26,6804,Igarassu, 115 196
PE,26,6903,Iguaracy, 11 081
PE,26,7000,Inajá, 25 603
PE,26,7109,Ingazeira, 4 765
PE,26,7208,Ipojuca, 98 932
PE,26,7307,Ipubi, 29 009
PE,26,7406,Itacuruba, 4 284
PE,26,7505,Itaíba, 32 650
PE,26,7604,Ilha de Itamaracá, 24 540
PE,26,7653,Itambé, 34 935
PE,26,7703,Itapetim, 13 791
PE,26,7752,Itapissuma, 27 749
PE,26,7802,Itaquitinga, 16 554
PE,26,7901,Jaboatão dos Guararapes, 644 037
PE,26,7950,Jaqueira, 10 247
PE,26,8008,Jataúba, 15 843
PE,26,8057,Jatobá, 14 020
PE,26,8107,João Alfredo, 27 725
PE,26,8206,Joaquim Nabuco, 13 269
PE,26,8255,Jucati, 11 517
PE,26,8305,Jupi, 15 329
PE,26,8404,Jurema, 13 648
PE,26,8453,Lagoa do Carro, 17 981
PE,26,8503,Lagoa de Itaenga, 19 003
PE,26,8602,Lagoa do Ouro, 11 933
PE,26,8701,Lagoa dos Gatos, 14 076
PE,26,8750,Lagoa Grande, 24 088
PE,26,8800,Lajedo, 39 582
PE,26,8909,Limoeiro, 56 510
PE,26,9006,Macaparana, 23 879
PE,26,9105,Machados, 11 333
PE,26,9154,Manari, 23 763
PE,26,9204,Maraial, 9 359
PE,26,9303,Mirandiba, 14 166
PE,26,9402,Moreno, 55 292
PE,26,9501,Nazaré da Mata, 30 648
PE,26,9600,Olinda, 349 976
PE,26,9709,Orobó, 21 808
PE,26,9808,Orocó, 13 613
PE,26,9907,Ouricuri, 65 245
PE,26,10004,Palmares, 54 584
PE,26,10103,Palmeirina, 7 031
PE,26,10202,Panelas, 22 991
PE,26,10301,Paranatama, 12 199
PE,26,10400,Parnamirim, 18 612
PE,26,10509,Passira, 28 340
PE,26,10608,Paudalho, 56 665
PE,26,10707,Paulista, 342 167
PE,26,10806,Pedra, 22 795
PE,26,10905,Pesqueira, 62 722
PE,26,11002,Petrolândia, 34 161
PE,26,11101,Petrolina, 386 791
PE,26,11200,Poção, 10 500
PE,26,11309,Pombos, 27 552
PE,26,11408,Primavera, 13 838
PE,26,11507,Quipapá, 17 928
PE,26,11533,Quixaba, 6 554
PE,26,11606,Recife,1 488 920
PE,26,11705,Riacho das Almas, 20 639
PE,26,11804,Ribeirão, 33 507
PE,26,11903,Rio Formoso, 20 009
PE,26,12000,Sairé, 10 887
PE,26,12109,Salgadinho, 5 727
PE,26,12208,Salgueiro, 62 372
PE,26,12307,Saloá, 13 836
PE,26,12406,Sanharó, 18 624
PE,26,12455,Santa Cruz, 13 841
PE,26,12471,Santa Cruz da Baixa Verde, 11 567
PE,26,12505,Santa Cruz do Capibaribe, 98 254
PE,26,12554,Santa Filomena, 12 106
PE,26,12604,Santa Maria da Boa Vista, 40 578
PE,26,12703,Santa Maria do Cambucá, 14 013
PE,26,12802,Santa Terezinha, 10 244
PE,26,12901,São Benedito do Sul, 13 113
PE,26,13008,São Bento do Una, 49 449
PE,26,13107,São Caitano, 37 126
PE,26,13206,São João, 23 837
PE,26,13305,São Joaquim do Monte, 20 037
PE,26,13404,São José da Coroa Grande, 18 825
PE,26,13503,São José do Belmonte, 34 843
PE,26,13602,São José do Egito, 31 004
PE,26,13701,São Lourenço da Mata, 111 249
PE,26,13800,São Vicente Férrer, 16 677
PE,26,13909,Serra Talhada, 92 228
PE,26,14006,Serrita, 18 207
PE,26,14105,Sertânia, 32 811
PE,26,14204,Sirinhaém, 37 596
PE,26,14303,Moreilândia, 10 540
PE,26,14402,Solidão, 5 210
PE,26,14501,Surubim, 64 120
PE,26,14600,Tabira, 27 681
PE,26,14709,Tacaimbó, 13 738
PE,26,14808,Tacaratu, 23 902
PE,26,14857,Tamandaré, 23 561
PE,26,15003,Taquaritinga do Norte, 24 736
PE,26,15102,Terezinha, 6 513
PE,26,15201,Terra Nova, 8 920
PE,26,15300,Timbaúba, 46 147
PE,26,15409,Toritama, 41 137
PE,26,15508,Tracunhaém, 13 867
PE,26,15607,Trindade, 30 321
PE,26,15706,Triunfo, 14 705
PE,26,15805,Tupanatinga, 26 937
PE,26,15904,Tuparetama, 8 005
PE,26,16001,Venturosa, 17 251
PE,26,16100,Verdejante, 9 169
PE,26,16183,Vertente do Lério, 7 558
PE,26,16209,Vertentes, 21 959
PE,26,16308,Vicência, 26 359
PE,26,16407,Vitória de Santo Antão, 134 084
PE,26,16506,Xexéu, 11 611
AL,27,102,Água Branca, 19 008
AL,27,201,Anadia, 13 966
AL,27,300,Arapiraca, 234 696
AL,27,409,Atalaia, 37 512
AL,27,508,Barra de Santo Antônio, 16 365
AL,27,607,Barra de São Miguel, 7 944
AL,27,706,Batalha, 16 448
AL,27,805,Belém, 4 722
AL,27,904,Belo Monte, 5 936
AL,27,1001,Boca da Mata, 21 187
AL,27,1100,Branquinha, 9 603
AL,27,1209,Cacimbinhas, 10 482
AL,27,1308,Cajueiro, 16 024
AL,27,1357,Campestre, 6 665
AL,27,1407,Campo Alegre, 32 106
AL,27,1506,Campo Grande, 8 143
AL,27,1605,Canapi, 15 559
AL,27,1704,Capela, 15 032
AL,27,1803,Carneiros, 8 999
AL,27,1902,Chã Preta, 5 910
AL,27,2009,Coité do Nóia, 10 810
AL,27,2108,Colônia Leopoldina, 15 816
AL,27,2207,Coqueiro Seco, 5 581
AL,27,2306,Coruripe, 50 414
AL,27,2355,Craíbas, 25 397
AL,27,2405,Delmiro Gouveia, 51 318
AL,27,2504,Dois Riachos, 9 805
AL,27,2553,Estrela de Alagoas, 15 429
AL,27,2603,Feira Grande, 22 712
AL,27,2702,Feliz Deserto, 3 963
AL,27,2801,Flexeiras, 9 618
AL,27,2900,Girau do Ponciano, 36 102
AL,27,3007,Ibateguara, 13 731
AL,27,3106,Igaci, 23 995
AL,27,3205,Igreja Nova, 21 372
AL,27,3304,Inhapi, 15 167
AL,27,3403,Jacaré dos Homens, 5 083
AL,27,3502,Jacuípe, 5 352
AL,27,3601,Japaratinga, 9 219
AL,27,3700,Jaramataia, 4 985
AL,27,3759,Jequiá da Praia, 9 470
AL,27,3809,Joaquim Gomes, 17 150
AL,27,3908,Jundiá, 4 092
AL,27,4005,Junqueiro, 23 907
AL,27,4104,Lagoa da Canoa, 18 457
AL,27,4203,Limoeiro de Anadia, 24 740
AL,27,4302,Maceió, 957 916
AL,27,4401,Major Isidoro, 17 700
AL,27,4500,Maragogi, 32 174
AL,27,4609,Maravilha, 9 534
AL,27,4708,Marechal Deodoro, 60 370
AL,27,4807,Maribondo, 13 679
AL,27,4906,Mar Vermelho, 3 155
AL,27,5002,Mata Grande, 21 844
AL,27,5101,Matriz de Camaragibe, 23 857
AL,27,5200,Messias, 15 405
AL,27,5309,Minador do Negrão, 4 845
AL,27,5408,Monteirópolis, 7 184
AL,27,5507,Murici, 25 187
AL,27,5606,Novo Lino, 10 020
AL,27,5705,Olho d'Água das Flores, 20 695
AL,27,5804,Olho d'Água do Casado, 8 349
AL,27,5903,Olho d'Água Grande, 4 330
AL,27,6000,Olivença, 10 812
AL,27,6109,Ouro Branco, 11 446
AL,27,6208,Palestina, 4 325
AL,27,6307,Palmeira dos Índios, 71 574
AL,27,6406,Pão de Açúcar, 23 823
AL,27,6422,Pariconha, 10 573
AL,27,6448,Paripueira, 13 835
AL,27,6505,Passo de Camaragibe, 13 804
AL,27,6604,Paulo Jacinto, 6 576
AL,27,6703,Penedo, 58 650
AL,27,6802,Piaçabuçu, 15 908
AL,27,6901,Pilar, 35 370
AL,27,7008,Pindoba, 2 731
AL,27,7107,Piranhas, 22 609
AL,27,7206,Poço das Trincheiras, 12 518
AL,27,7305,Porto Calvo, 24 071
AL,27,7404,Porto de Pedras, 9 295
AL,27,7503,Porto Real do Colégio, 20 082
AL,27,7602,Quebrangulo, 11 080
AL,27,7701,Rio Largo, 93 927
AL,27,7800,Roteiro, 6 474
AL,27,7909,Santa Luzia do Norte, 6 919
AL,27,8006,Santana do Ipanema, 46 220
AL,27,8105,Santana do Mundaú, 11 323
AL,27,8204,São Brás, 6 555
AL,27,8303,São José da Laje, 20 813
AL,27,8402,São José da Tapera, 30 604
AL,27,8501,São Luís do Quitunde, 30 873
AL,27,8600,São Miguel dos Campos, 51 990
AL,27,8709,São Miguel dos Milagres, 8 482
AL,27,8808,São Sebastião, 31 786
AL,27,8907,Satuba, 24 278
AL,27,8956,Senador Rui Palmeira, 12 303
AL,27,9004,Tanque d'Arca, 5 796
AL,27,9103,Taquarana, 19 032
AL,27,9152,Teotônio Vilela, 38 053
AL,27,9202,Traipu, 23 565
AL,27,9301,União dos Palmares, 59 280
AL,27,9400,Viçosa, 24 092
SE,28,100,Amparo do São Francisco, 2 170
SE,28,209,Aquidabã, 20 131
SE,28,308,Aracaju, 602 757
SE,28,407,Arauá, 10 318
SE,28,506,Areia Branca, 18 081
SE,28,605,Barra dos Coqueiros, 41 511
SE,28,670,Boquim, 24 636
SE,28,704,Brejo Grande, 7 841
SE,28,1009,Campo do Brito, 18 149
SE,28,1108,Canhoba, 3 791
SE,28,1207,Canindé de São Francisco, 26 834
SE,28,1306,Capela, 31 645
SE,28,1405,Carira, 19 939
SE,28,1504,Carmópolis, 13 853
SE,28,1603,Cedro de São João, 5 391
SE,28,1702,Cristinápolis, 17 100
SE,28,1900,Cumbe, 3 824
SE,28,2007,Divina Pastora, 4 340
SE,28,2106,Estância, 65 078
SE,28,2205,Feira Nova, 5 975
SE,28,2304,Frei Paulo, 14 530
SE,28,2403,Gararu, 11 096
SE,28,2502,General Maynard, 3 037
SE,28,2601,Gracho Cardoso, 5 834
SE,28,2700,Ilha das Flores, 8 321
SE,28,2809,Indiaroba, 16 549
SE,28,2908,Itabaiana, 103 440
SE,28,3005,Itabaianinha, 40 678
SE,28,3104,Itabi, 4 745
SE,28,3203,Itaporanga d'Ajuda, 34 411
SE,28,3302,Japaratuba, 16 209
SE,28,3401,Japoatã, 13 407
SE,28,3500,Lagarto, 101 579
SE,28,3609,Laranjeiras, 23 975
SE,28,3708,Macambira, 6 838
SE,28,3807,Malhada dos Bois, 3 579
SE,28,3906,Malhador, 11 533
SE,28,4003,Maruim, 15 719
SE,28,4102,Moita Bonita, 11 050
SE,28,4201,Monte Alegre de Sergipe, 14 336
SE,28,4300,Muribeca, 7 822
SE,28,4409,Neópolis, 16 426
SE,28,4458,Nossa Senhora Aparecida, 9 232
SE,28,4508,Nossa Senhora da Glória, 41 212
SE,28,4607,Nossa Senhora das Dores, 24 996
SE,28,4706,Nossa Senhora de Lourdes, 6 268
SE,28,4805,Nossa Senhora do Socorro, 192 330
SE,28,4904,Pacatuba, 12 502
SE,28,5000,Pedra Mole, 2 778
SE,28,5109,Pedrinhas, 7 396
SE,28,5208,Pinhão, 5 677
SE,28,5307,Pirambu, 7 913
SE,28,5406,Poço Redondo, 33 439
SE,28,5505,Poço Verde, 21 794
SE,28,5604,Porto da Folha, 26 576
SE,28,5703,Propriá, 26 618
SE,28,5802,Riachão do Dantas, 18 313
SE,28,5901,Riachuelo, 8 748
SE,28,6008,Ribeirópolis, 17 033
SE,28,6107,Rosário do Catete, 9 295
SE,28,6206,Salgado, 20 279
SE,28,6305,Santa Luzia do Itanhy, 13 616
SE,28,6404,Santana do São Francisco, 7 346
SE,28,6503,Santa Rosa de Lima, 3 937
SE,28,6602,Santo Amaro das Brotas, 11 092
SE,28,6701,São Cristóvão, 95 612
SE,28,6800,São Domingos, 10 327
SE,28,6909,São Francisco, 3 243
SE,28,7006,São Miguel do Aleixo, 3 434
SE,28,7105,Simão Dias, 42 578
SE,28,7204,Siriri, 7 834
SE,28,7303,Telha, 3 274
SE,28,7402,Tobias Barreto, 50 905
SE,28,7501,Tomar do Geru, 12 012
SE,28,7600,Umbaúba, 23 917
BA,29,108,Abaíra, 7 301
BA,29,207,Abaré, 17 639
BA,29,306,Acajutiba, 13 795
BA,29,355,Adustina, 14 201
BA,29,405,Água Fria, 14 497
BA,29,504,Érico Cardoso, 10 604
BA,29,603,Aiquara, 4 447
BA,29,702,Alagoinhas, 151 055
BA,29,801,Alcobaça, 24 530
BA,29,900,Almadina, 5 218
BA,29,1007,Amargosa, 36 521
BA,29,1106,Amélia Rodrigues, 24 138
BA,29,1155,América Dourada, 15 137
BA,29,1205,Anagé, 25 438
BA,29,1304,Andaraí, 13 080
BA,29,1353,Andorinha, 15 012
BA,29,1403,Angical, 13 732
BA,29,1502,Anguera, 11 031
BA,29,1601,Antas, 14 206
BA,29,1700,Antônio Cardoso, 11 146
BA,29,1809,Antônio Gonçalves, 10 862
BA,29,1908,Aporá, 15 922
BA,29,1957,Apuarema, 6 913
BA,29,2005,Aracatu, 13 936
BA,29,2054,Araçás, 11 557
BA,29,2104,Araci, 48 294
BA,29,2203,Aramari, 9 833
BA,29,2252,Arataca, 10 191
BA,29,2302,Aratuípe, 8 677
BA,29,2401,Aurelino Leal, 11 179
BA,29,2500,Baianópolis, 13 614
BA,29,2609,Baixa Grande, 18 220
BA,29,2658,Banzaê, 11 958
BA,29,2708,Barra, 51 092
BA,29,2807,Barra da Estiva, 26 026
BA,29,2906,Barra do Choça, 36 539
BA,29,3003,Barra do Mendes, 13 836
BA,29,3102,Barra do Rocha, 5 775
BA,29,3201,Barreiras, 159 734
BA,29,3235,Barro Alto, 13 453
BA,29,3276,Barrocas, 15 203
BA,29,3300,Barro Preto, 5 833
BA,29,3409,Belmonte, 20 121
BA,29,3508,Belo Campo, 18 412
BA,29,3607,Biritinga, 15 146
BA,29,3706,Boa Nova, 13 690
BA,29,3805,Boa Vista do Tupim, 16 873
BA,29,3904,Bom Jesus da Lapa, 65 550
BA,29,3953,Bom Jesus da Serra, 9 730
BA,29,4001,Boninal, 13 622
BA,29,4050,Bonito, 15 844
BA,29,4100,Boquira, 19 322
BA,29,4209,Botuporã, 11 024
BA,29,4308,Brejões, 12 943
BA,29,4407,Brejolândia, 9 108
BA,29,4506,Brotas de Macaúbas, 11 765
BA,29,4605,Brumado, 70 510
BA,29,4704,Buerarema, 14 804
BA,29,4753,Buritirama, 19 589
BA,29,4803,Caatiba, 6 205
BA,29,4852,Cabaceiras do Paraguaçu, 16 559
BA,29,4902,Cachoeira, 29 250
BA,29,5008,Caculé, 22 462
BA,29,5107,Caém, 10 384
BA,29,5156,Caetanos, 11 266
BA,29,5206,Caetité, 52 012
BA,29,5305,Cafarnaum, 17 466
BA,29,5404,Cairu, 17 761
BA,29,5503,Caldeirão Grande, 13 080
BA,29,5602,Camacan, 22 579
BA,29,5701,Camaçari, 300 372
BA,29,5800,Camamu, 30 469
BA,29,5909,Campo Alegre de Lourdes, 30 671
BA,29,6006,Campo Formoso, 71 377
BA,29,6105,Canápolis, 10 225
BA,29,6204,Canarana, 24 206
BA,29,6303,Canavieiras, 32 683
BA,29,6402,Candeal, 7 772
BA,29,6501,Candeias, 72 382
BA,29,6600,Candiba, 13 016
BA,29,6709,Cândido Sales, 25 247
BA,29,6808,Cansanção, 37 439
BA,29,6824,Canudos, 16 105
BA,29,6857,Capela do Alto Alegre, 10 744
BA,29,6873,Capim Grosso, 33 235
BA,29,6899,Caraíbas, 9 940
BA,29,6907,Caravelas, 20 580
BA,29,7004,Cardeal da Silva, 8 365
BA,29,7103,Carinhanha, 28 869
BA,29,7202,Casa Nova, 72 086
BA,29,7301,Castro Alves, 24 712
BA,29,7400,Catolândia, 3 434
BA,29,7509,Catu, 48 148
BA,29,7558,Caturama, 8 841
BA,29,7608,Central, 16 348
BA,29,7707,Chorrochó, 10 579
BA,29,7806,Cícero Dantas, 30 907
BA,29,7905,Cipó, 17 230
BA,29,8002,Coaraci, 17 333
BA,29,8101,Cocos, 19 151
BA,29,8200,Conceição da Feira, 20 800
BA,29,8309,Conceição do Almeida, 15 794
BA,29,8408,Conceição do Coité, 67 825
BA,29,8507,Conceição do Jacuípe, 35 308
BA,29,8606,Conde, 23 654
BA,29,8705,Condeúba, 17 053
BA,29,8804,Contendas do Sincorá, 4 333
BA,29,8903,Coração de Maria, 26 692
BA,29,9000,Cordeiros, 7 546
BA,29,9109,Coribe, 13 990
BA,29,9208,Coronel João Sá, 17 056
BA,29,9307,Correntina, 32 457
BA,29,9406,Cotegipe, 13 063
BA,29,9505,Cravolândia, 4 415
BA,29,9604,Crisópolis, 19 729
BA,29,9703,Cristópolis, 13 993
BA,29,9802,Cruz das Almas, 60 348
BA,29,9901,Curaçá, 34 180
BA,29,10008,Dário Meira, 10 820
BA,29,10057,Dias d'Ávila, 71 485
BA,29,10107,Dom Basílio, 11 884
